id,created_at,text,user_screen_name,user_location,sentiment,compound,match
1507072963627012097,2022-03-24 19:12:49+00:00," 💫 What a way to finish your captaincy career, MS! #IPL2022 ",MR_JD18,Coimbatore 💕,Neutral,0.0,KKRvsMI
1507072956400226330,2022-03-24 19:12:47+00:00,INDIAS  BIGGEST FESTIVAL  I  P  L 🎄  IS GOING TO BEGIN FROM TOMORROW . ARE YOU READY ?#IPL2022 #IPL,Roshan_sharma45,"Guwahati, India",Positive,0.6908,KKRvsMI
1507072951442559000,2022-03-24 19:12:46+00:00, David Warner's Instagram post ❤️ #IPL2022 #WhistlePodu ,SaranReDact,Sri Lanka,Neutral,0.0,KKRvsMI
1507072947869011975,2022-03-24 19:12:45+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,ppl1312,शाहपुरा (जयपुर),Neutral,0.0,KKRvsMI
1507072932719185945,2022-03-24 19:12:41+00:00," Congratulations on a legendary tenure as captain of CSK, ! 🙌🏻Can’t wait to see this bromance on the field soon. 🤜🏻…",VinodYa05683235,"Lucknow, India",Positive,0.636,KKRvsMI
1507072925014577157,2022-03-24 19:12:40+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,shreyarealone,,Neutral,0.0,KKRvsMI
1507072889358815233,2022-03-24 19:12:31+00:00, The man! The legacy!The unforgettable era!#ChennaiSuperKings #IPL #IPL2022 ,bindazdeepak,"ODISHA, INDIA",Neutral,0.0,KKRvsMI
1507072875005562892,2022-03-24 19:12:28+00:00," You led the pack with class MSD, and all of us watched in awe 🥺💙All the best to the man next in line 👉🏼  🤝🏼…",Mugeshg6,,Positive,0.6369,KKRvsMI
1507072863454769153,2022-03-24 19:12:25+00:00, Can think of a better replacement skipper for MS Dhoni than the Rockstar  !! #IPL2022,Chilluuu07,,Positive,0.5399,KKRvsMI
1507072855191670785,2022-03-24 19:12:23+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,SyedSai79405190,,Neutral,0.0,KKRvsMI
1507072830785355776,2022-03-24 19:12:17+00:00," 💫 What a way to finish your captaincy career, MS! #IPL2022 ",Chilluuu07,,Neutral,0.0,KKRvsMI
1507072828713181188,2022-03-24 19:12:17+00:00," Congratulations on a legendary tenure as captain of CSK, ! 🙌🏻Can’t wait to see this bromance on the field soon. 🤜🏻…",KarthikMadan07,"Chennai, India",Positive,0.636,KKRvsMI
1507072818944495637,2022-03-24 19:12:14+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,chantinani14,,Neutral,0.0,KKRvsMI
1507072814154600482,2022-03-24 19:12:13+00:00, Warning! it can break your heart💔📸: IPL/BCCI#IPL2022 #MSDhoni #CSK ,Amanmishra_9_9,"Rohtak, India",Negative,-0.4003,KKRvsMI
1507072779744530455,2022-03-24 19:12:05+00:00,In IPL 2022 : No MS Dhoni As CaptainNo Virat Kohli As CaptainNo AB DE VilliersNo Suresh Raina No Chris Gayle#IPL2022 #MSDhoni #ViratKohli𓃵 #ChrisGayle #ABDevilliers #SureshRaina,krishsheth2006,"Silvassa, India",Negative,-0.5267,KKRvsMI
1507072769317613570,2022-03-24 19:12:02+00:00, The Show-stoppers! 😍  #KKR #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnights #কেকেআর ,Shaikhd71,SRKians,Neutral,0.0,KKRvsMI
1507072760287498240,2022-03-24 19:12:00+00:00, Moments from our jersey distribution #AbApniBaariHai 💪#LSG #LucknowSuperGiants #IPL2022  #TataIPL #Lucknow #UttarPradesh…,GopiCha19925706,,Neutral,0.0,KKRvsMI
1507072725960970253,2022-03-24 19:11:52+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,Marx82110663,,Neutral,0.0,KKRvsMI
1507072725080506368,2022-03-24 19:11:52+00:00,#ViratKohli𓃵 - #RCB#RohitSharma𓃵 - #MumbaiIndians#RavindraJadeja𓃵 - #WhistlePodu #MSDhoni𓃵 - #WhistlePodu#klrahul𓃵 - #LSGThe GOATS of IPL and ICT 😄#FunWithHashtags #IPL2022,imAditya168_,"Mumbai, India",Neutral,0.0,KKRvsMI
1507072704381276160,2022-03-24 19:11:47+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,Rambohari2Hari,,Neutral,0.0,KKRvsMI
1507072685422964736,2022-03-24 19:11:42+00:00, Tis the season for the #IPL2022 ,SanjibK07480144,,Neutral,0.0,KKRvsMI
1507072676061659141,2022-03-24 19:11:40+00:00," ""We Respect MS Dhoni's Decision""              - CSK CEO#WhistlePodu #IPL2022 ",Sandeep94423293,"Madhya Pradesh, India",Positive,0.4767,KKRvsMI
1507072673603473430,2022-03-24 19:11:40+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,Virat18_kingdom,"Puri, Odisha",Neutral,0.0,KKRvsMI
1507072656692039684,2022-03-24 19:11:36+00:00, David Warner's Instagram post ❤️ #IPL2022 #WhistlePodu ,Rutikkkk11,,Neutral,0.0,KKRvsMI
1507072650174091282,2022-03-24 19:11:34+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,rohanvankadaru,,Neutral,0.0,KKRvsMI
1507072635670347784,2022-03-24 19:11:31+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,MoinullaBaig,Bangalore,Neutral,0.0,KKRvsMI
1507072635225591814,2022-03-24 19:11:30+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,SanthanamC3,"Coimbatore, India",Neutral,0.0,KKRvsMI
1507072634076352520,2022-03-24 19:11:30+00:00," When Last time, MI Won their 1st match of an IPL SeasonAt that time- MI had 0 Trophies- Kohli Scored only 12 Centu…",sejal_mokal,"Mumbai, India",Positive,0.5719,KKRvsMI
1507072626363334656,2022-03-24 19:11:28+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,fangirl_hima,,Neutral,0.0,KKRvsMI
1507072620411310090,2022-03-24 19:11:27+00:00, vs KKR - 73.68%vs RCB - 62.50%vs RR - 61.54%vs CSK - 61.11%vs PBKS - 58.82%vs SRH - 55.56%vs DC - 52.94%Rohit Sharma…,HemantJ9823,,Neutral,0.0,KKRvsMI
1507072595115778048,2022-03-24 19:11:21+00:00, MS Dhoni leaves behind an unmatched legacy as a leader 👏👏👏#IPL2022 ,Chilluuu07,,Negative,-0.0772,KKRvsMI
1507072591957151761,2022-03-24 19:11:20+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,muthusa88205831,,Neutral,0.0,KKRvsMI
1507072588019027968,2022-03-24 19:11:19+00:00,"Thank you captain, for all the memories !! #Csk #MSDhoni #IPL2022 ",AdityaYadav_7,"Pune, India",Positive,0.4738,KKRvsMI
1507072586517147648,2022-03-24 19:11:19+00:00," Congratulations on a legendary tenure as captain of CSK, ! 🙌🏻Can’t wait to see this bromance on the field soon. 🤜🏻…",VinoKaruppusamy,"Coimbatore, Tamil Nadu",Positive,0.636,KKRvsMI
1507072558830538761,2022-03-24 19:11:12+00:00, StockGro is thrilled to join the #challengers club as an official partner for Royal Challengers Bangalore at IPL 2022.🚀🚀Sto…,NimitJa59770900,"Tohana, India",Positive,0.6705,KKRvsMI
1507072554577580034,2022-03-24 19:11:11+00:00," In a Women's IPL, which team would you like Smriti Mandhana to play for? 😃#IPL2022 #CSK #ChennaiSuperKings https:/…",irshadkhanm76,,Positive,0.5994,KKRvsMI
1507072553004978178,2022-03-24 19:11:11+00:00, Moments from our jersey distribution #AbApniBaariHai 💪#LSG #LucknowSuperGiants #IPL2022  #TataIPL #Lucknow #UttarPradesh…,thisisthalafan2,,Neutral,0.0,KKRvsMI
1507072546729971735,2022-03-24 19:11:09+00:00,BOSS!#AbApniBaariHai 💪 | #IPL2022#WeAreSuperGiants #TATAIPL #LSG ,LucknowIPLCover,"Lucknow, India",Neutral,0.0,KKRvsMI
1507072538114871315,2022-03-24 19:11:07+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,AbhinowPspk,,Neutral,0.0,KKRvsMI
1507072535573286925,2022-03-24 19:11:07+00:00,It's always you vs you 🙏😎🔥❤️#ViratKohli𓃵 ❤️  #KingKohli #IPL2022 #RCB ,RajatNarayanSi5,,Neutral,0.0,KKRvsMI
1507072532620333081,2022-03-24 19:11:06+00:00, The God of Cricket  💙with 5 IPL trophies !! 🤩#IPL2022 | #MumbaiIndians ,rebelstartweetz,,Positive,0.3987,KKRvsMI
1507072526018498568,2022-03-24 19:11:04+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,VinoKaruppusamy,"Coimbatore, Tamil Nadu",Neutral,0.0,KKRvsMI
1507072524990894096,2022-03-24 19:11:04+00:00," Empowered teammates ✅Trusted his processes ✅Turned players into superstars ✅,  &amp; …",arthsingh3,"Mumbai, India",Neutral,0.0,KKRvsMI
1507072499602771994,2022-03-24 19:10:58+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,Santosh70755,"Karnataka, India",Neutral,0.0,KKRvsMI
1507072480120229891,2022-03-24 19:10:53+00:00, What do you think who will score most runs for CSK? #WhistlePodu #IPL2022 ,Ali_Arslan787,"Lahore, Pakistan",Neutral,0.0,KKRvsMI
1507072458351792137,2022-03-24 19:10:48+00:00, BREAKING: MS Dhoni hands over CSK captaincy to Ravindra Jadeja.  #CSK #IPL2022 #Dhoni #Jadeja,NirajSinghx,,Neutral,0.0,KKRvsMI
1507072454581112832,2022-03-24 19:10:47+00:00," Congratulations on a legendary tenure as captain of CSK, ! 🙌🏻Can’t wait to see this bromance on the field soon. 🤜🏻…",KITTUBH07668951,"Hyderabad, India",Positive,0.636,KKRvsMI
1507072454543679489,2022-03-24 19:10:47+00:00, David Warner's Instagram post ❤️ #IPL2022 #WhistlePodu ,vanjilla,,Neutral,0.0,KKRvsMI
1507072449984155656,2022-03-24 19:10:46+00:00, Moments from our jersey distribution #AbApniBaariHai 💪#LSG #LucknowSuperGiants #IPL2022  #TataIPL #Lucknow #UttarPradesh…,RiderKumar19,"Bijnor, Uttar Pradesh, India",Neutral,0.0,KKRvsMI
1507072442434408448,2022-03-24 19:10:44+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,ershilpa05,,Neutral,0.0,KKRvsMI
1507072434838687754,2022-03-24 19:10:43+00:00, #ChennaiSuperKings#GOAT𓃵 #jadeja #ipl2022 #MSDhoni Miss you skip🥺🥺 ,AnjiBab30670804,,Negative,-0.1531,KKRvsMI
1507072433391489037,2022-03-24 19:10:42+00:00, People thought watching Virat Kohli not captaining RCB would be difficult. Can't even imagine to think MS Dhoni not walk…,fangirllll_19,"Bengaluru, India",Negative,-0.3612,KKRvsMI
1507072433097887748,2022-03-24 19:10:42+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,imilavarasan16,"Chennai, India",Neutral,0.0,KKRvsMI
1507072425707466752,2022-03-24 19:10:40+00:00, THALA passes the baton to THALAPATHY⚔️ |  | #IPL2022 | #CSK ,Avinash74422909,"Kanpur, India",Neutral,0.0,KKRvsMI
1507072415658295298,2022-03-24 19:10:38+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,Sanjith350,"Kalkulam Thuckalay, India",Neutral,0.0,KKRvsMI
1507072408259219462,2022-03-24 19:10:36+00:00, Can think of a better replacement skipper for MS Dhoni than the Rockstar  !! #IPL2022,Yashwanyash777,Bengaluru,Positive,0.5399,KKRvsMI
1507072402219421709,2022-03-24 19:10:35+00:00,Just a day left for Thalaivan entryVibe panuga Frds 👯🕺#IPL2022|| #WhistlePodu,Dustin_Hnderson,,Neutral,0.0,KKRvsMI
1507072388797714435,2022-03-24 19:10:32+00:00, Gauntlet thrown! Who out there wants to put their skills up against a bunch of possibly confused Americans in an IPL Fanta…,timlowell,"Dickinson, TX",Negative,-0.3802,KKRvsMI
1507072383051759618,2022-03-24 19:10:30+00:00,I am Supporting  … &amp; you ? 💥🎉 #IPL2022 #LucknowSuperGiants #TATAIPL2022 #IPL ,GauravvJha,"New Delhi, India",Positive,0.4404,KKRvsMI
1507072380438401040,2022-03-24 19:10:30+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,SachinC49585301,ಸಗರನಾಡು (ಕರ್ಣಾಟಕ),Neutral,0.0,KKRvsMI
1507072378966519808,2022-03-24 19:10:29+00:00, What do you think who will score most runs for CSK? #WhistlePodu #IPL2022 ,DC95Meena,"Jaipur, India",Neutral,0.0,KKRvsMI
1507072375417819149,2022-03-24 19:10:29+00:00, To even think that Virat Kohli and MS Dhoni will not be walking out for the toss is a weird feeling. Feels like childhood i…,VinoKaruppusamy,"Coimbatore, Tamil Nadu",Positive,0.3182,KKRvsMI
1507072368530886659,2022-03-24 19:10:27+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,AkshayK02799473,,Neutral,0.0,KKRvsMI
1507072364332273690,2022-03-24 19:10:26+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,mohanfrancis2,Chennai ,Neutral,0.0,KKRvsMI
1507072352966029312,2022-03-24 19:10:23+00:00, Can think of a better replacement skipper for MS Dhoni than the Rockstar  !! #IPL2022,Anushka45834631,"Basti, India",Positive,0.5399,KKRvsMI
1507072351384457235,2022-03-24 19:10:23+00:00,"Mufa uncle, fake news ko jyada copy paste na karke, real news ko spread karo.☝️Cummins will be available from #KKR's 4th game onwards as reported by . 😍✌️#IPL2022  ",i_Prathit,India🇮🇳,Negative,-0.4767,KKRvsMI
1507072320497602582,2022-03-24 19:10:15+00:00, Harsha Bhogle picks Rajasthan Royals as the Dark Horses for IPL 2022 #IPL2022 #TATAIPL2022 ,praneeshppr,,Neutral,0.0,KKRvsMI
1507072308632252418,2022-03-24 19:10:13+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,maduraikarantaa,C-54 la irunthu Eswaran😜,Neutral,0.0,KKRvsMI
1507072296833339395,2022-03-24 19:10:10+00:00, Our Mumbai Indians new hastag for #IPL2022 has been came.So write #MumbaiIndians 💙 in comment section if you r a …,Viswanadht03,"Andhra Pradesh, India",Neutral,0.0,KKRvsMI
1507072289006927876,2022-03-24 19:10:08+00:00, Is Indian Premier League really the biggest league in the world? Here are a few factors which separates it from leagues all…,imsbhatt0707,"Mumbai, India",Neutral,0.0,KKRvsMI
1507072287379374080,2022-03-24 19:10:08+00:00, #AjkerAdda: What should be our playing XI for the first match vs CSK? ⤵️#KKR #কেকেআর #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnigh…,VeerababuAdaba2,"Vishakhapatnam, India",Positive,0.2023,KKRvsMI
1507072256991707152,2022-03-24 19:10:00+00:00, The Show-stoppers! 😍  #KKR #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnights #কেকেআর ,yorishiyo,,Neutral,0.0,KKRvsMI
1507072254349561856,2022-03-24 19:10:00+00:00, The Show-stoppers! 😍  #KKR #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnights #কেকেআর ,iamali79,India,Neutral,0.0,KKRvsMI
1507072253162246189,2022-03-24 19:09:59+00:00," As always with #MSDhoni𓃵, the timing of his decision is superb. Great way to pass the baton and #jadeja can learn a lot when…",VinoKaruppusamy,"Coimbatore, Tamil Nadu",Positive,0.8481,KKRvsMI
1507072252252147721,2022-03-24 19:09:59+00:00,Virat Kohli Will be playing his 200th Innings in IPL On March 27th Against Punjab Kings. #IPL2022 #ViratKohli #RCBvPBKS,krishsheth2006,"Silvassa, India",Positive,0.2023,KKRvsMI
1507072250251399170,2022-03-24 19:09:59+00:00, Ahh the importance of Visualization of #ViratKohli𓃵 is the best lesson that many can learn. Learning from failures and moving forward. The best is yet to come. #IPL2022  #GOAT𓃵 👇Check out the inverview he had with  on the same topic. ,mrtejasjoshi,,Positive,0.836,KKRvsMI
1507072245273075718,2022-03-24 19:09:57+00:00, David Warner's Instagram post ❤️ #IPL2022 #WhistlePodu ,Sandeep94423293,"Madhya Pradesh, India",Neutral,0.0,KKRvsMI
1507072236917706763,2022-03-24 19:09:55+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,anbu4530,India,Neutral,0.0,KKRvsMI
1507072225488228364,2022-03-24 19:09:53+00:00," In a Women's IPL, which team would you like Smriti Mandhana to play for? 😃#IPL2022 #CSK #ChennaiSuperKings https:/…",karthikn_C,"Tirunelveli, India",Positive,0.5994,KKRvsMI
1507072222422536192,2022-03-24 19:09:52+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,Vignesh16328633,,Neutral,0.0,KKRvsMI
1507072184011091971,2022-03-24 19:09:43+00:00, MS Dhoni leaves behind an unmatched legacy as a leader 👏👏👏#IPL2022 ,Pallavi72430535,,Negative,-0.0772,KKRvsMI
1507072183364845568,2022-03-24 19:09:43+00:00," I'm Not Crying, You're Crying 🥺🥺#MSDhoni #ViratKohli #CSK #IPL2022 #Cricket ",VarnataSingh,"Bengaluru, India",Positive,0.6259,KKRvsMI
1507072182039433226,2022-03-24 19:09:42+00:00, What do you think who will score most runs for CSK? #WhistlePodu #IPL2022 ,urstrulymanoj9,,Neutral,0.0,KKRvsMI
1507072180160385037,2022-03-24 19:09:42+00:00, End Of An Era as a captain 🥺🙏🙏Thank you #Legend  for your services as a skipper. #ChennaiSuperKings #CSK𓃬…,MdKalim61085856,,Neutral,0.0,KKRvsMI
1507072172325761024,2022-03-24 19:09:40+00:00,"#IPL2022, #DC, #MIDC vs MISun • Mar 27 • 03:30 PMBrabourne Stadium: MumbaiCurrent Setup/Capacity: 4097Available Tickets: 7Tickets Distributed: 4090 (99.8%) ",Cricket_Tix,,Neutral,0.0,KKRvsMI
1507072159470202880,2022-03-24 19:09:37+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,mohit_gonde10,,Neutral,0.0,KKRvsMI
1507072156852953088,2022-03-24 19:09:36+00:00, MS Dhoni leaves behind an unmatched legacy as a leader 👏👏👏#IPL2022 ,Vignesh16328633,,Negative,-0.0772,KKRvsMI
1507072150867681280,2022-03-24 19:09:35+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,VickyPampaniya2,"गुजरात, भारत",Neutral,0.0,KKRvsMI
1507072149147701249,2022-03-24 19:09:35+00:00, #IPL2022 | MS Dhoni Hands Over Chennai Super Kings' Captaincy To Ravindra Jadeja Read more:  …,tangled_sssg,,Positive,0.5994,KKRvsMI
1507072141174652931,2022-03-24 19:09:33+00:00, The End of An Era 😢 |  #ViratKohli𓃵 | #MSDhoni | #IPL2022 | #CSKvKKR ,sakle_vishal,Burhanpur India,Neutral,0.0,KKRvsMI
1507072131003158528,2022-03-24 19:09:30+00:00, Can think of a better replacement skipper for MS Dhoni than the Rockstar  !! #IPL2022,VinoKaruppusamy,"Coimbatore, Tamil Nadu",Positive,0.5399,KKRvsMI
1507072129887457309,2022-03-24 19:09:30+00:00, Latest update on #MoeenAli - He got his Indian visa and on his way to #Mumbai But due to 3-days quarantine rule before en…,ajithjagan,Puducherry,Neutral,0.0,KKRvsMI
1507072106823286785,2022-03-24 19:09:24+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,VijayfansArmys,,Neutral,0.0,KKRvsMI
1507072104583221249,2022-03-24 19:09:24+00:00," Turning the pages of an iconic 📖!After #MSDhoni's 🔥 chapter 𝟕, are you ready for a 💥 story in chapter 𝟖 ft. …",Iamrahullahoti,"Kolkata, India",Positive,0.4199,KKRvsMI
1507072067123892224,2022-03-24 19:09:15+00:00, From 7️⃣ to 8️⃣ and from 🧊 to 🔥Congratulations on a stellar captaincy stint to MS Dhoni and all the best to Jadeja 🤺…,jjbob7n,"Trivandrum, India",Positive,0.6369,KKRvsMI
1507072063856529413,2022-03-24 19:09:14+00:00, The End of An Era 😢 |  #ViratKohli𓃵 | #MSDhoni | #IPL2022 | #CSKvKKR ,AshutoshaSwain,"Bhubaneshwar, India",Neutral,0.0,KKRvsMI
1507072056742989851,2022-03-24 19:09:13+00:00," As always with #MSDhoni𓃵, the timing of his decision is superb. Great way to pass the baton and #jadeja can learn a lot when…",HariNotorious1,,Positive,0.8481,KKRvsMI
1507072047985627136,2022-03-24 19:09:10+00:00, #indiancricketteam #TeamIndia #IndiaCricket #IPL2022  took a smart decision to relinquish captaincy: …,tweetbird369,,Positive,0.4019,KKRvsMI
1507072016519614479,2022-03-24 19:09:03+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,SteveJo18555063,,Neutral,0.0,KKRvsMI
1507072014204358657,2022-03-24 19:09:02+00:00, MS Dhoni leaves behind an unmatched legacy as a leader 👏👏👏#IPL2022 ,imNAyrus,,Negative,-0.0772,KKRvsMI
1507071988367446027,2022-03-24 19:08:56+00:00, MS Dhoni takes a back seat🏍️#CSK |  |  | #IPL2022 ,ManikantaChong6,,Neutral,0.0,KKRvsMI
1507071981904023567,2022-03-24 19:08:55+00:00," Knights, Camera, Action! 📸Stay tuned for BTS content from the photoshoot⏳#KKR #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnights #…",PartySrkian,,Neutral,0.0,KKRvsMI
1507071974161334272,2022-03-24 19:08:53+00:00, Happy Birthday  🎂🎉Krunal Pandya's 26-ball 50 against England yesterday is the fastest half-century ever b…,Viswanadht03,"Andhra Pradesh, India",Positive,0.5719,KKRvsMI
1507071938895630341,2022-03-24 19:08:44+00:00," 💫 What a way to finish your captaincy career, MS! #IPL2022 ",_jagadeesh32,,Neutral,0.0,KKRvsMI
1507071928682655745,2022-03-24 19:08:42+00:00, Isn't this friendship just the best ⁉️ ❤️💛#IPL2022 ,bhrigu_shukla,"Dubai, United Arab Emirates ",Positive,0.4203,KKRvsMI
1507071921652846614,2022-03-24 19:08:40+00:00, How it started:           How it ended:  #Dhoni #CSK #IPL2022 ,Viswanadht03,"Andhra Pradesh, India",Neutral,0.0,KKRvsMI
1507071914522648579,2022-03-24 19:08:39+00:00, MS Dhoni and Chennai will always be a great love story 💛#IPL2022 ,bhrigu_shukla,"Dubai, United Arab Emirates ",Positive,0.8519,KKRvsMI
1507071912500875266,2022-03-24 19:08:38+00:00, The Show-stoppers! 😍  #KKR #KKRHaiTaiyaar #IPL2022 #GalaxyOfKnights #কেকেআর ,PartySrkian,,Neutral,0.0,KKRvsMI
1507071874215268358,2022-03-24 19:08:29+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,StarTejasswi,,Neutral,0.0,KKRvsMI
1507071864857776148,2022-03-24 19:08:27+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,im_mani23,Tirupur,Neutral,0.0,KKRvsMI
1507071864182493208,2022-03-24 19:08:27+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,NivasPokkiri,,Neutral,0.0,KKRvsMI
1507071856213471243,2022-03-24 19:08:25+00:00," MS Dhoni has stepped down from captaincy. Under him, Chennai Super Kings reached playoffs in 11/12 seasons. Ravindra Jadeja…",JunaidGuLzar77,"Islamabad, Pakistan",Positive,0.6486,KKRvsMI
1507071854741229582,2022-03-24 19:08:24+00:00, The last time both MS Dhoni and Virat Kohli played as the captains against each other 💔💔#MSDhoni | #Dhoni | #IPL2022 |  #…,VasuMech77,Nalgonda,Positive,0.34,KKRvsMI
1507071837070512204,2022-03-24 19:08:20+00:00, 🔥reacts only! #PlayBold #WeAreChallengers #IPL2022 #Mission2022 #RCB #ViratKohli𓃵 ,Winterbear_boo,,Neutral,0.0,KKRvsMI
1507071835145646080,2022-03-24 19:08:20+00:00, Moments from our jersey distribution #AbApniBaariHai 💪#LSG #LucknowSuperGiants #IPL2022  #TataIPL #Lucknow #UttarPradesh…,KARAN_2104,,Neutral,0.0,KKRvsMI
1507071832582766593,2022-03-24 19:08:19+00:00,"Gauntlet thrown! Who out there wants to put their skills up against a bunch of possibly confused Americans in an IPL Fantasy League? It's free to join, but space is limited! And there's gonna be a cool prize! Who's in? #FantasyCricket #IPL2022 ",CricAmerica,"Boston, MA",Positive,0.855,KKRvsMI
1507071826337288219,2022-03-24 19:08:18+00:00," I'm Not Crying, You're Crying 🥺🥺#MSDhoni #ViratKohli #CSK #IPL2022 #Cricket ",Pushparajfan,"Guwahati, India",Positive,0.6259,KKRvsMI
1507071824621940746,2022-03-24 19:08:17+00:00,Rashid Khan Has Joined Gujarat Titans Ahead Of the IPL 2022. #RashidKhan #GujaratTitans #IPL2022,krishsheth2006,"Silvassa, India",Neutral,0.0,KKRvsMI
1507071816493256732,2022-03-24 19:08:15+00:00," Congratulations Ravindra Jadeja!  well deserved, looking forward to you leading #CSK in #IPL2022 Great decision…",KishanDewasioff,"Rajasthan, India",Positive,0.8858,KKRvsMI
1507071783177900034,2022-03-24 19:08:07+00:00," Turning the pages of an iconic 📖!After #MSDhoni's 🔥 chapter 𝟕, are you ready for a 💥 story in chapter 𝟖 ft. …",thebiggtunaa,"Nagpur, India",Positive,0.4199,KKRvsMI
1507071764156731393,2022-03-24 19:08:03+00:00, . just speaking out loud what we all are thinking. 🤩 #PlayBold #WeAreChallengers #IPL2022 #…,tarunkholi4,"Chennai, India",Neutral,0.0,KKRvsMI
1507071748977545241,2022-03-24 19:07:59+00:00, Can think of a better replacement skipper for MS Dhoni than the Rockstar  !! #IPL2022,RVM_MehaThi43,Sri Lanka,Positive,0.5399,KKRvsMI
1507071741868535808,2022-03-24 19:07:57+00:00, MS Dhoni leaving CSK captaincy and continuing as a player: #IPL2022 ,AmitGhule15,"Pune, India",Neutral,0.0,KKRvsMI
1507071697807187981,2022-03-24 19:07:47+00:00, There’s a new Lion King.#MSDhoni #IPL2022 #TataIPL2022 ,kwajid100,Zameen par,Neutral,0.0,KKRvsMI
1507071693243633665,2022-03-24 19:07:46+00:00, Tis the season for the #IPL2022 ,iammahi111,"Hyderabad, India",Neutral,0.0,KKRvsMI
1507071688709918720,2022-03-24 19:07:45+00:00, David Warner's Instagram post ❤️ #IPL2022 #WhistlePodu ,MRSHREENATH1,India,Neutral,0.0,KKRvsMI
1507071685253484568,2022-03-24 19:07:44+00:00, Jaddu takes over from Dhoni. The first ever leadership change in CSK. End of an era. A mere thank you doesn't do justice…,imrvijay,"Chennai, India",Positive,0.3612,KKRvsMI
1507071681520873472,2022-03-24 19:07:43+00:00," 7️⃣➡️8️⃣Congratulations sir , We hope you will carry forward the legacy of our leader . 💛🦁#MSDhoni  #IPL…",MRSHREENATH1,India,Positive,0.4404,KKRvsMI
1507071677200760832,2022-03-24 19:07:42+00:00, I wanted to go for last few group games &amp; playoffs this #IPL2022  and you know why. But now with the announcement of lead…,MRSHREENATH1,India,Neutral,0.0,KKRvsMI
1507071665297293312,2022-03-24 19:07:39+00:00, MS Dhoni leaves behind an unmatched legacy as a leader 👏👏👏#IPL2022 ,dabang_0,India,Negative,-0.0772,KKRvsMI
1507071657357504513,2022-03-24 19:07:37+00:00, His last moment as a Captain 💛🦁 #IPL2022 #WhistlePodu ,MRSHREENATH1,India,Neutral,0.0,KKRvsMI
1507071656421838855,2022-03-24 19:07:37+00:00, His last moment as a Captain 💛🦁 #IPL2022 #WhistlePodu ,Vignesh1797,India,Neutral,0.0,KKRvsMI
